2021-11-13 01:15:41+00:00,b'@teslaownersSV @SamTwits Once the board was presented with the evidence of Eberhard\xe2\x80\x99s deception/fraud &amp; the dire st\xe2\x80\xa6 https://t.co/aOMmc1bByA'
2021-11-13 01:10:26+00:00,b'@teslaownersSV @SamTwits Thinking of doing a podcast \xe2\x80\x9cHardcore History\xe2\x80\x9d style that tells what really happened at Tesla in those early years'
2021-11-13 01:08:26+00:00,"b'@teslaownersSV @SamTwits He came damn close to killing Tesla through a combination of bad management decisions, dri\xe2\x80\xa6 https://t.co/6OL1Mj6E8P'"
2021-11-13 00:56:41+00:00,b'@SamTwits Founding story of Tesla as portrayed by Eberhard is patently false. I wish I had never met him.\n\nEberhard\xe2\x80\xa6 https://t.co/57vNtpKp3g'
2021-11-12 18:17:32+00:00,b'@NASASpaceflight Good static fire with all six engines!'
2021-11-12 09:04:20+00:00,"b'RT @NASA: Four new astronauts through the hatch and seven crewmembers total on the @Space_Station!\n\nAfter almost exactly a day from launch,\xe2\x80\xa6'"
2021-11-12 01:27:38+00:00,"b'@teslaownersSV @24_7TeslaNews @SpaceX No guarantees, but maybe next month. Requires quite a lot of incremental test\xe2\x80\xa6 https://t.co/l8ZLzuKunA'"
2021-11-12 01:25:03+00:00,b'@24_7TeslaNews @teslaownersSV @SpaceX Hoping to start releasing to 98 scores with V10.5 in about 10 days'
2021-11-12 01:22:59+00:00,b'@teslaownersSV @SpaceX Ancient times'
2021-11-11 21:13:45+00:00,b'@SamTwits I hope they\xe2\x80\x99re able to achieve high production &amp; breakeven cash flow. That is the true test. \n\nThere have\xe2\x80\xa6 https://t.co/b8fbUIExZC'
2021-11-11 19:05:14+00:00,b'RT @TeslaCharging: 30k Superchargers around the world \xe2\x80\x94 and counting https://t.co/Yw7m3cJ6HA'
2021-11-11 04:44:30+00:00,b'@PPathole @SpaceX Pattern on the Starlink router is orbital transfer ellipse from Earth to Mars'
2021-11-11 02:01:58+00:00,b'RT @SpaceX: Watch Falcon 9 launch Dragon with four astronauts on board to the @space_station \xe2\x86\x92 https://t.co/bJFjLCzWdK https://t.co/6UDoESJ\xe2\x80\xa6'
2021-11-10 18:02:16+00:00,b'@SawyerMerritt New UAW slogan: \xe2\x80\x9cFighting for their right to steal money from workers!\xe2\x80\x9d'
2021-11-10 17:55:58+00:00,b'@Rainmaker1973 \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5'
2021-11-10 17:38:24+00:00,"b'@Rainmaker1973 Interestingly, however, average power density of the sun is comparable to a compost heap (humans are\xe2\x80\xa6 https://t.co/T9ZdEx860Q'"
2021-11-10 17:18:35+00:00,"b'@SawyerMerritt There are many other good causes, but this is my main reason for accumulating capital. \n\nThe resourc\xe2\x80\xa6 https://t.co/IL3dgF8EPi'"
2021-11-10 17:16:16+00:00,b'@Tenjin37151 @Space_Station @SpaceX @Commercial_Crew @NASA @esa @JAXA_en @astro_kimbrough @Astro_Megan @Thom_astro\xe2\x80\xa6 https://t.co/o1MQHPzFtN'
2021-11-10 17:06:52+00:00,b'@Space_Station @SpaceX @Commercial_Crew @NASA @esa @JAXA_en @astro_kimbrough @Astro_Megan @Thom_astro @Aki_Hoshide\xe2\x80\xa6 https://t.co/4KoMk7U3Wf'
2021-11-10 07:54:26+00:00,b'@Rainmaker1973 And that is a very tiny fraction of the ~4 megatons of mass that the sun converts to energy every second'
2021-11-10 04:07:29+00:00,"b'RT @SpaceX: Jupiter, Saturn, the Moon, and Venus above Falcon and Dragon tonight https://t.co/S76YV1XTV2'"
2021-11-09 15:32:04+00:00,b'Sometimes they\xe2\x80\x99re a little 2-dimensional https://t.co/EQfkGG9Hzq'
2021-11-09 08:13:40+00:00,b'I have all their albums https://t.co/OwQaSJADDE'
2021-11-09 07:34:40+00:00,b'@lexfridman (Zero is a cool concept)'
2021-11-09 06:33:36+00:00,b'@lexfridman Nothing matters'
2021-11-09 06:21:07+00:00,b'@WholeMarsBlog 11 lifetimes ago'
2021-11-09 06:08:46+00:00,b'@SciGuySpace Dragon enters like a shooting star'
2021-11-09 01:40:46+00:00,"b""RT @SpaceX: Crew-2 astronauts have donned their spacesuits ahead of Dragon's reentry into the Earth's atmosphere https://t.co/1kKg2iH7ZA"""
2021-11-08 21:18:35+00:00,b'@skorusARK Really just comes down to iron  cathode for medium range vehicles &amp; stationary storage vs nickel cathode for long range vehicles'
2021-11-08 20:23:04+00:00,"b""RT @NASA: This is what teamwork sounds like.\n\nAs @SpaceX's Crew Dragon Endeavour begins its flyaround of the @Space_Station, @Astro_Sabot s\xe2\x80\xa6"""
2021-11-08 19:28:11+00:00,b'@mishaboar Important'
2021-11-08 19:20:16+00:00,b'@Erdayastronaut @thesheetztweetz @BryceSpaceTech @SpaceX @Arianespace @ArianeGroup @roscosmos @northropgrumman\xe2\x80\xa6 https://t.co/jZszBSilfE'
2021-11-08 19:16:43+00:00,b'@Erdayastronaut @thesheetztweetz @BryceSpaceTech @SpaceX @Arianespace @ArianeGroup @roscosmos @northropgrumman\xe2\x80\xa6 https://t.co/rwEFKAI8Iv'
2021-11-08 19:13:39+00:00,b'@thesheetztweetz @BryceSpaceTech @SpaceX @Arianespace @ArianeGroup @roscosmos @northropgrumman @ulalaunch\xe2\x80\xa6 https://t.co/QielCrWcOc'
2021-11-08 19:08:07+00:00,b'RT @SpaceX: Watch Dragon depart the @space_station and return to Earth with Crew-2 astronauts \xe2\x86\x92 https://t.co/bJFjLCzWdK https://t.co/5Pb3Ct\xe2\x80\xa6'
2021-11-08 17:56:03+00:00,b'@BrianFeroldi @joerogan https://t.co/6HWAI2yiY0'
2021-11-08 17:40:31+00:00,"b'RT @SpaceX: Following Crew-2\xe2\x80\x99s return to Earth, Falcon 9 will launch Dragon\xe2\x80\x99s third long-duration crew mission to the @Space_Station as soo\xe2\x80\xa6'"
2021-11-08 17:40:26+00:00,"b'RT @SpaceX: After a six-month stay, Dragon and the Crew-2 astronauts are set to depart the @space_station today at ~2:00 p.m. ET \xe2\x86\x92 https://\xe2\x80\xa6'"
2021-11-08 01:15:23+00:00,b'@shawncarelli @RonWyden Coming soon'
2021-11-08 00:06:37+00:00,b'@slashdot .@Wikipedia ahem'
2021-11-07 23:57:22+00:00,b'@RonWyden Why does ur pp look like u just came?'
2021-11-07 23:20:28+00:00,b'@WholeMarsBlog I had too many bottles of Teslaquila!'
2021-11-07 22:48:11+00:00,b'@lexfridman Exactly'
2021-11-07 21:29:27+00:00,b'@WholeMarsBlog \xf0\x9f\xa4\xa3'
2021-11-07 19:26:16+00:00,b'@Emmett__Osborne @WholeMarsBlog I was prepared to accept either outcome'
2021-11-07 19:23:03+00:00,b'@WholeMarsBlog Doing the opposite of whatever that insufferable numbskull says would be a great way to invest!'
2021-11-07 18:39:37+00:00,"b'@24_7TeslaNews @WholeMarsBlog We are rolling 10.4 out slowly, as there are many subtle hardware differences in the\xe2\x80\xa6 https://t.co/3b25l9oeUD'"
2021-11-07 18:35:33+00:00,b'@WholeMarsBlog Will consider'
2021-11-06 21:03:41+00:00,b'@TrungTPhan \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'
2021-11-06 20:31:31+00:00,b'@Rainmaker1973 Tesla Autopilot spends a lot of effort on minimizing jerk'
2021-11-06 20:05:43+00:00,b'Roll them \xf0\x9f\x8e\xb2 \xf0\x9f\x8e\xb2 https://t.co/F2rXGcz964'
2021-11-06 19:30:34+00:00,b'* abide(n)'
2021-11-06 19:28:33+00:00,"b'Note, I do not take a cash salary or bonus from anywhere. I only have stock, thus the only way for me to pay taxes\xe2\x80\xa6 https://t.co/AlVIX5oA6X'"
2021-11-06 19:23:11+00:00,"b'I will abide by the results of this poll, whichever way it goes'"
2021-11-06 19:22:27+00:00,b'@lifeplusreward @BillyM2k Wrath of the Khans @HardcoreHistory'
2021-11-06 19:17:49+00:00,"b'Much is made lately of unrealized gains being a means of tax avoidance, so I propose selling 10% of my Tesla stock.\n\nDo you support this?'"
2021-11-06 19:03:01+00:00,b'@BillyM2k I say this frequently'
2021-11-06 01:32:56+00:00,"b'@teslaownersSV Haha true! The top alternate name, if we couldn\xe2\x80\x99t acquire the Tesla Motors trademark, was Faraday, w\xe2\x80\xa6 https://t.co/wNdc7DMENg'"
2021-11-06 01:30:21+00:00,b'@WholeMarsBlog Some late-breaking issues with 10.4. We\xe2\x80\x99re deploying a patch to internal beta vehicles around 3am to\xe2\x80\xa6 https://t.co/4YcWxo3Yzr'
2021-11-05 14:46:20+00:00,b'@dogeofficialceo @BillyM2k \xf0\x9f\xa4\xa3'
2021-11-04 22:11:36+00:00,b'@RealSkyWatcher @thesheetztweetz \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'
2021-11-04 21:30:09+00:00,b'@DrEliDavid Seems that way. Publishing their transaction ledger would clarify matters.'
2021-11-04 19:25:21+00:00,b'@Jon4Lakers @Tesla We will post finer-grained details of software improvements going forward'
2021-11-04 19:22:42+00:00,b'@koolio @Jon4Lakers @Tesla Exactly. Improved memory will cause predictions to converge &amp; reduce jitter.'
2021-11-04 18:20:27+00:00,b'@BillyM2k Hype^Hype'
2021-11-04 16:26:47+00:00,"b'@Teslarati @Writer_01001101 In the future, any Tesla you use will automatically sync to your preferences'"
2021-11-04 15:02:20+00:00,b'@thesheetztweetz https://t.co/deqktTvS3U'
2021-11-04 14:33:29+00:00,b'@BLKMDL3 @Jon4Lakers @Tesla Probable'
2021-11-04 14:15:25+00:00,b'@Jon4Lakers @Tesla Neural net upgrades coming that improve persistence across time &amp; space (better object permanence)'
2021-11-04 06:08:55+00:00,b'@alp_cp @GerberKawasaki \xf0\x9f\xa7\x90'
2021-11-04 05:59:00+00:00,b'@teslaownersSV Cool :)'
2021-11-03 20:51:25+00:00,b'@GerberKawasaki Not yet. They should just post their transaction ledger. Must be somewhere.'
2021-11-03 19:28:23+00:00,b'And Mars https://t.co/geLbxjAlsw'
2021-11-03 18:46:52+00:00,b'@robxlynx Haha true'
2021-11-03 18:19:18+00:00,b'@BillyM2k So are tunnels'
2021-11-03 07:34:08+00:00,"b'Yup, even the moon https://t.co/o9GrgL4hpe'"
2021-11-03 00:00:38+00:00,b'@BillyM2k \xe2\x98\xba\xef\xb8\x8f'
2021-11-03 00:00:11+00:00,b'@BillyM2k \xf0\x9f\x91\x8f'
2021-11-02 22:57:57+00:00,b'@teslaownersSV !'
2021-11-02 20:36:20+00:00,b'@BillyM2k How about my lil doge Floki? He would make a great CEO! His judgment is \xf0\x9f\xa4\x8c.'
2021-11-02 20:02:56+00:00,b'@Tesmanian_com What they are doing is just not right'
2021-11-02 20:00:48+00:00,b'@Tesmanian_com sigh'
2021-11-02 19:42:08+00:00,b'@BillyM2k Me!'
2021-11-02 06:22:46+00:00,b'@arstechnica \xf0\x9f\x92\xaf'
2021-11-02 01:48:32+00:00,"b'@teslaownersSV You\xe2\x80\x99re welcome!\n\nIf any of this is based on Hertz, I\xe2\x80\x99d like to emphasize that no contract has been s\xe2\x80\xa6 https://t.co/0nbJCdcG6B'"
2021-11-02 00:12:52+00:00,b'Humankind\n\xe7\x85\xae\xe8\xb1\x86\xe7\x87\x83\xe8\xb1\x86\xe8\x90\x81\n\xe8\xb1\x86\xe5\x9c\xa8\xe9\x87\x9c\xe4\xb8\xad\xe6\xb3\xa3\n\xe6\x9c\xac\xe6\x98\xaf\xe5\x90\x8c\xe6\xa0\xb9\xe7\x94\x9f\n\xe7\x9b\xb8\xe7\x85\x8e\xe4\xbd\x95\xe5\xa4\xaa\xe6\x80\xa5'
2021-11-01 20:05:08+00:00,b'@HardcoreHistory Almost finished J\xc3\xbcnger\xe2\x80\x99s Storm of Steel. Intense. Great book.'
2021-11-01 18:53:03+00:00,"b'@shiraeis @BillyM2k It\xe2\x80\x99s simulations all the way down, until eventually it\xe2\x80\x99s just 1 bit'"
2021-11-01 18:45:26+00:00,"b'@BillyM2k - Everything on the Internet is true!\n- Externalize responsibility!\n- If you are able to do this, buy crypto!'"
2021-11-01 18:38:26+00:00,b'@PPathole @SpaceX Absolutely'
2021-11-01 18:03:00+00:00,b'@flcnhvy @adamhoov @Forbes He talks like an NPC with a limited dialogue tree'
2021-11-01 16:32:21+00:00,b'@dogeofficialceo @Forbes \xf0\x9f\xa4\xa3'
2021-11-01 16:32:02+00:00,b'@adamhoov @Forbes Srsly'
2021-11-01 16:18:46+00:00,b'@Forbes He looks good even for a 200-year-old!'
2021-11-01 16:09:03+00:00,b'@RenataKonkoly @Forbes Both of those factories failed &amp; shut down long ago. Strange thing to brag about.'
2021-11-01 16:00:01+00:00,b'@Forbes Literally can\xe2\x80\x99t tell if this is real or deep fake \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'
2021-11-01 15:58:31+00:00,b'@MartinKulldorff @joerogan @DrJBhattacharya Should be a term limit for these appointees'
2021-11-01 15:12:16+00:00,b'@silverph @ring @TOCNYS @Tesla @TeslaNY \xf0\x9f\xa4\xa3'
2021-11-01 14:55:55+00:00,b'Trial program for opening Tesla Superchargers to other EVs has begun https://t.co/g4HpgRGl7d'
2021-11-01 03:40:07+00:00,b'RT @Tesla: Happy Halloween \xf0\x9f\x8e\x83 https://t.co/d5ijx1PDjW'
2021-11-01 03:30:48+00:00,b'@SpacePadreIsle Thanks!'
2021-11-01 00:20:53+00:00,b'@Tesmanian_com Sanjay deserves a lot of credit for making X/PayPal succeed. Now helping SpaceX serve rural communit\xe2\x80\xa6 https://t.co/HUY3abq3xi'
2021-10-31 23:19:48+00:00,b'@ashleevance \xf0\x9f\xa4\xa3'
2021-10-31 22:09:20+00:00,"b'@garycruz @truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt Yup, 2nd UAW president in a row. Unlikely to be the last.'"
2021-10-31 21:55:23+00:00,b'@WFPChief @DrEliDavid What happened here? https://t.co/WWfbZURtdh'
2021-10-31 21:54:15+00:00,b'@truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt https://t.co/WAWkkEMvS5'
2021-10-31 21:51:33+00:00,b'@truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt https://t.co/DxY57KUcmf'
2021-10-31 21:42:44+00:00,b'@truth_tesla @zshahan3 @garyblack00 @WholeMarsBlog @SawyerMerritt Biden is a UAW \xf0\x9f\xa7\xa6 puppet'
2021-10-31 21:21:23+00:00,b'@WFPChief @DrEliDavid Please publish your current &amp; proposed spending in detail so people can see exactly where mon\xe2\x80\xa6 https://t.co/hpPsySEQWr'
2021-10-31 21:17:11+00:00,"b'@SawyerMerritt @Tesla By definition, since I own ~20% of Tesla, ~80% of stock gains necessarily went to investors &amp; employees!'"
2021-10-31 19:35:23+00:00,"b'@ZaidJilani @joerogan @FoxNews Austin should be its city, not a San Francisco copycat'"
2021-10-31 18:27:16+00:00,b'@BillyM2k \xe2\x99\xa5\xef\xb8\x8f\xe2\x99\xa5\xef\xb8\x8f\xe2\x99\xa5\xef\xb8\x8f'
2021-10-31 18:20:50+00:00,b'Tuition is in Dogecoin &amp; u get a discount if u have a dog'
2021-10-31 13:55:45+00:00,"b'@DrEliDavid But it must be open source accounting, so the public sees precisely how the money is spent.'"
2021-10-31 13:50:55+00:00,"b'@DrEliDavid If WFP can describe on this Twitter thread exactly how $6B will solve world hunger, I will sell Tesla stock right now and do it.'"
2021-10-31 00:44:28+00:00,b'@ErcXspace @NASASpaceflight Pretty close'
2021-10-31 00:43:51+00:00,"b'@hsumacher @Tesla Indeed. The factory was empty at the time, stripped of all equipment that wasn\xe2\x80\x99t worth even its s\xe2\x80\xa6 https://t.co/HTn2bmxPWF'"
2021-10-30 05:32:34+00:00,b'@PPathole \xf0\x9f\xa4\xa3'
2021-10-30 05:12:24+00:00,"b'RT @SpaceX: Crew-3 astronauts, SpaceX, and @NASA completed a full rehearsal of launch day activities https://t.co/6SxIhIkT8M'"
2021-10-30 02:05:39+00:00,b'@nichegamer https://t.co/OtHRWEbDeq'
2021-10-30 01:47:49+00:00,b'@Helloimmorgan What gave it away!?'
2021-10-30 01:07:15+00:00,b'@InsideEVs Thanks on behalf of Tesla'
2021-10-29 17:03:02+00:00,"b'@kimpaquette Unfortunately, yes'"
2021-10-29 16:57:41+00:00,b'@EvaFoxU \xe2\x80\x9cA culture of corruption\xe2\x80\x9d \xe2\x80\x93 his words'
2021-10-29 16:56:30+00:00,b'@EvaFoxU https://t.co/xtiaBEY9Rw'
2021-10-29 16:06:43+00:00,"b'@KingManninen Nope, T is def first'"
2021-10-29 16:00:04+00:00,b'@ray4tesla \xe2\x80\x9cTesla Hertz Shorts\xe2\x80\x9d'
2021-10-29 15:08:16+00:00,"b'RT @SpaceX: Falcon 9 and Dragon are looking good for Sunday morning\xe2\x80\x99s launch. Weather forecast is 80% favorable for liftoff, while teams ar\xe2\x80\xa6'"
2021-10-29 06:36:25+00:00,b'Universally admired'
2021-10-29 06:35:25+00:00,b'@stevenmarkryan Obv'
2021-10-29 06:33:54+00:00,b'@nichegamer That would rock'
2021-10-29 05:22:26+00:00,b'It will have epic merch'
2021-10-29 05:20:58+00:00,b'Am thinking of starting new university:\nTexas Institute of Technology &amp; Science'
2021-10-29 05:12:21+00:00,b'@Rainmaker1973 We are so fluffy compared to a neutron star'
2021-10-29 03:25:09+00:00,b'@billhuang688 @daelmor \xf0\x9f\xa4\xa3'
2021-10-29 02:56:55+00:00,b'@SawyerMerritt We basically stole our product roadmap from Spaceballs'
2021-10-28 22:35:14+00:00,b'@cnunezimages @SpaceX @SpaceIntellige3 Gateway to Mars'
2021-10-28 21:40:15+00:00,b'@BillyM2k \xf0\x9f\x92\xaf'
2021-10-28 17:35:58+00:00,b'@teslaownersSV @Teslarati @ResidentSponge Tesla always pays its debts'
2021-10-28 17:34:11+00:00,b'@Rainmaker1973 Cover story for Godzilla obv'
2021-10-28 16:55:47+00:00,"b""@TheBabylonBee \xe2\x80\x9cTax experts said they're not sure if claiming unrealized donations is legal, but admitted it's all\xe2\x80\xa6 https://t.co/Wbnnzegykf"""
2021-10-28 15:54:07+00:00,b'@atNickVega @CNBCMakeIt Thanks for your support over the year @jayleno!'
2021-10-28 15:52:53+00:00,b'@ecommerceshares The cemetery of automotive startups over the past century is very large &amp; will get larger. Tesla &amp;\xe2\x80\xa6 https://t.co/hNfgLZ47m6'
2021-10-28 15:45:13+00:00,b'RT @SpaceX: Timelapse of Falcon 9 and Dragon going vertical https://t.co/WEp20JfU9t'
2021-10-28 15:33:25+00:00,"b'@TeslaHype @Teslarati @ResidentSponge Indeed, US taxpayers actually profited from the Tesla loan'"
2021-10-28 15:30:17+00:00,"b'@Teslarati @ResidentSponge GM &amp; Chrysler were bailed out (money never repaid), but Tesla was not.\n\nCrucial Tesla in\xe2\x80\xa6 https://t.co/uOJdduWD8F'"
2021-10-28 05:13:27+00:00,b'@wapodavenport My plan is to use the money to get humanity to Mars and preserve the light of consciousness'
2021-10-27 23:36:52+00:00,b'RT @SpaceX: Falcon 9 and Dragon vertical on Launch Complex 39A https://t.co/niQOr2lpZQ'
2021-10-27 23:32:51+00:00,"b'@wapodavenport US Federal Debt/GDP was 56% in 2000, now it is 126% &amp; climbing fast'"
2021-10-27 23:16:36+00:00,b'@dogeofficialceo @wapodavenport \xf0\x9f\xa4\xa3'
2021-10-27 21:52:16+00:00,"b'@wapodavenport US national debt is ~$28,900 billion or ~$229k per taxpayer.\n\nEven taxing all \xe2\x80\x9cbillionaires\xe2\x80\x9d at 100%\xe2\x80\xa6 https://t.co/VupuSWWLHP'"
2021-10-27 21:40:47+00:00,b'@tesla_raj \xf0\x9f\x91\xbb'
2021-10-27 21:40:16+00:00,b'@tesla_raj You can also talk through the car speaker. Great for practical jokes :)'
2021-10-27 21:33:46+00:00,b'@jgrano305 @WholeMarsBlog Tentative plan is 98 &amp; above starts uploading Friday afternoon next week.\n\nIf we see any\xe2\x80\xa6 https://t.co/lGb6EM3I05'
2021-10-27 21:26:23+00:00,"b'@WholeMarsBlog FSD/AI team is doing great work. Will get superhuman good in upcoming releases. \n\nNote, we will slow\xe2\x80\xa6 https://t.co/KQTjydWJBZ'"
2021-10-27 21:11:11+00:00,b'@pinkocat1 @WR4NYGov @RBReich @POTUS \xf0\x9f\x92\xaf'
2021-10-27 20:35:22+00:00,"b'@JayinShanghai That math is incorrect, but still a lot of devices per second! \n\nI guess if Tesla can reach 20M cars\xe2\x80\xa6 https://t.co/TOatbG9kOv'"
2021-10-27 20:29:16+00:00,"b'@wapodavenport According to their own estimates, this tax only covers ~10% of the $3.5 trillion spending bill. \n\nWh\xe2\x80\xa6 https://t.co/5duKxJobBh'"
2021-10-27 17:47:54+00:00,"b'@BillyM2k If I send you 2 Doge, will you promise to send me 1 Doge?'"
2021-10-27 01:58:07+00:00,b'RT @AstroMarshburn: Endurance has arrived at the Hangar! We can\xe2\x80\x99t wait to ride this @SpaceX Dragon to the @Space_Station in a few days\xe2\x80\xa6 htt\xe2\x80\xa6'
2021-10-27 01:08:50+00:00,"b'@teslaownersSV Wow, 13 years ago'"
2021-10-26 20:56:02+00:00,b'@TheBabylonBee I feel like this has happened at Tesla a few times'
2021-10-26 17:29:06+00:00,b'@MorningBrew I kinda like avocado toast &amp; pro level coffee tbh :) Starbase cuisine does an amazing job with those.'
2021-10-26 12:56:15+00:00,b'@QuantaMagazine Another way of saying we\xe2\x80\x99re in a simulation'
2021-10-26 12:34:44+00:00,"b'@PPathole @Tesla Reducing traffic fatalities by 90% seems likely, perhaps ultimately by over 99%'"
2021-10-26 12:19:16+00:00,b'@Tesla This is more important than it may seem at first'
2021-10-26 12:12:25+00:00,"b'@LudaLisl @sat1 @Hertz Also, Tesla will soon be a German car manufacturer.'"
2021-10-26 12:10:30+00:00,"b'@LudaLisl @sat1 @Hertz German car manufacturers will rebound strongly. They possess great talent, which will not sit idle.'"
2021-10-26 02:31:11+00:00,b'@CathieDWood But the Bee nails it again \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https://t.co/eTDmxVrYxZ'
2021-10-26 02:24:02+00:00,b'@podcastnotes Who is best at capital allocation \xe2\x80\x93 government or entrepreneurs \xe2\x80\x93 is indeed what it comes down to.\xe2\x80\xa6 https://t.co/04UDN1bt74'
2021-10-26 01:33:17+00:00,b'@JackBox Thanks \xf0\x9f\x98\x8e'
2021-10-26 01:31:10+00:00,b'@cnunezimages @SpaceX @SpaceIntellige3 Truth is stranger than fiction'
2021-10-26 00:30:03+00:00,"b'@GerberKawasaki To be clear, cars sold to Hertz have no discount. Same price as to consumers.'"
2021-10-26 00:28:18+00:00,"b'@CathieDWood I don\xe2\x80\x99t know about long-term, but short-term we are seeing strong inflationary pressure'"
2021-10-26 00:22:45+00:00,"b'@RichardMcCrackn @RonWyden @JeffBezos Exactly. Eventually, they run out of other people\xe2\x80\x99s money and then they come for you.'"
2021-10-25 20:11:24+00:00,b'@Teslarati @KlenderJoey I\xe2\x80\x99d like to express appreciation to Tesla Autopilot engineering &amp; QA for working round the\xe2\x80\xa6 https://t.co/NI8mV1LsUM'
2021-10-25 20:09:51+00:00,b'@Teslarati @KlenderJoey Sorry to Tesla beta users for the trouble! Issue turned out to be power saving mode interac\xe2\x80\xa6 https://t.co/dAErYBC7W1'
2021-10-25 20:04:16+00:00,"b'@GerberKawasaki Strange that moved valuation, as Tesla is very much a production ramp problem, not a demand problem'"
2021-10-25 19:59:17+00:00,b'Wild $T1mes!'
2021-10-25 19:53:31+00:00,"b'@coach23life @SawyerMerritt Indeed, this is intended to be useful advice, based on my extremely painful experience, not an attack in any way'"
2021-10-25 19:15:54+00:00,"b'@SawyerMerritt Prototypes are trivial compared to scaling production &amp; supply chain. If those are solved, achieving\xe2\x80\xa6 https://t.co/7wsc55VhMM'"
2021-10-25 17:09:52+00:00,b'@kimpaquette @Hertz @TomBrady That feature is coming'
2021-10-25 10:02:13+00:00,b'10.3.1 rolling out now'
2021-10-25 08:09:11+00:00,b'What if ur name is Johnson &amp; u just happen to work at Johnson &amp; Johnson?'
2021-10-25 08:02:23+00:00,b'Naughtius Maximus https://t.co/sad4sLZT5D'
2021-10-25 07:32:42+00:00,b'@CryptoWhale Sclerotic democracy'
2021-10-25 02:11:27+00:00,b'Although Teams is pretty good'
2021-10-25 02:07:11+00:00,b'Macrohard &gt;&gt; Microsoft'
2021-10-25 01:50:44+00:00,"b'@PPathole @Erdayastronaut Raptor 2 has a larger throat diameter, so thrust is ~245 tons at 321 bar'"
2021-10-25 01:32:44+00:00,b'@PhantomX91 Maybe Optimus will have a cat girl version \xe2\x80\xa6'
2021-10-25 01:08:54+00:00,b'erotic democracy &gt;&gt; sclerotic democracy'
2021-10-25 00:49:27+00:00,b'@dear_mmoon @engineers_feed \xf0\x9f\xa4\xa3'
2021-10-24 20:38:15+00:00,b'Pop music has both literal &amp; figurative Stockholm Syndrome'
2021-10-24 19:16:51+00:00,b'@engineers_feed Wasn\xe2\x80\x99t easy'
2021-10-24 18:55:51+00:00,b'@ProTheDoge Lots of people I talked to on the production lines at Tesla or building rockets at SpaceX own Doge. The\xe2\x80\xa6 https://t.co/NysBcHSU3P'
2021-10-24 18:44:33+00:00,"b'Seeing some issues with 10.3, so rolling back to 10.2 temporarily. \n\nPlease note, this is to be expected with beta\xe2\x80\xa6 https://t.co/8MMElUD6F9'"
2021-10-24 18:01:32+00:00,"b'@Filasophical @ShibaInuHodler Out of curiosity, I acquired some ascii hash strings called \xe2\x80\x9cBitcoin, Ethereum &amp; Doge\xe2\x80\xa6 https://t.co/Oqo6I2Vj8t'"
2021-10-24 17:54:27+00:00,b'@BillyM2k @TeslaGong @mishaboar @DogecoinFdn \xf0\x9f\x92\xaf'
2021-10-24 17:53:30+00:00,b'@ShibaInuHodler None'
2021-10-24 17:51:57+00:00,b'@itsALLrisky @TeslaGong @mishaboar @DogecoinFdn Possibly. Bitcoin was conceived at a time of relatively low bandwid\xe2\x80\xa6 https://t.co/9qaqs1LvOX'
